# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct 20 15:34:28 2018
#
# CONSTRAINT:  where (pl_pnum > 1
# CONSTRAINT:  )
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_angsep:      Calculated Angular Separation [mas]
# COLUMN pl_angseperr1:  Calculated Angular Separation Upper Unc. [mas]
# COLUMN pl_angseperr2:  Calculated Angular Separation Lower Unc. [mas]
# COLUMN pl_orbtper:     Time of Periastron [days]
# COLUMN pl_orbtpererr1: Time of Periastron Upper Unc. [days]
# COLUMN pl_orbtpererr2: Time of Periastron Lower Unc. [days]
# COLUMN pl_orbtperlim:  Time of Periastron Limit Flag
# COLUMN pl_orblper:     Long. of Periastron [deg]
# COLUMN pl_orblpererr1: Long. of Periastron Upper Unc. [deg]
# COLUMN pl_orblpererr2: Long. of Periastron Lower Unc. [deg]
# COLUMN pl_orblperlim:  Long. of Periastron Limit Flag
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_rvamperr1:   Radial Velocity Amplitude Upper Unc. [m/s]
# COLUMN pl_rvamperr2:   Radial Velocity Amplitude Lower Unc. [m/s]
# COLUMN pl_rvamplim:    Radial Velocity Amplitude Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_msinijerr1:  Planet M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_msinijerr2:  Planet M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_msinijlim:   Planet M*sin(i) Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_tsystemref:  Time System Reference
# COLUMN pl_facility:    Discovery Facility
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
#
loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_angsep,pl_angseperr1,pl_angseperr2,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_facility,st_dens,st_denserr1,st_denserr2,st_denslim
479,HD 187123,c,HD 187123 c,Radial Velocity,2,3810.00000000,420.00000000,-420.00000000,0,4.890000,0.530000,-0.530000,0,0.252000,0.033000,-0.033000,0,,,,,1.99000,0.25000,-0.25000,0,Msini,,,,,,,,,0,0,0,0,19h46m58.11s,296.742126,+34d25m10.3s,34.419525,46.02,0.07,-0.07,0,7.832,0.011,0,V (Johnson),7.673,,0,5830.00,40.00,-40.00,0,1.00,0.10,-0.10,0,,,,,2014-07-23,1.06000e+02,1.150000e+01,-1.150000e+01,2453580.040000,0.300000,-0.300000,0,243.0000,19.0000,-19.0000,0,25.500,1.500,-1.500,0,,,,,1.99000,0.25000,-0.25000,0,,,,,,W. M. Keck Observatory,,,,
483,HD 190360,b,HD 190360 b,Radial Velocity,2,2915.03687000,29.00000000,-29.00000000,0,3.970000,0.070000,-0.070000,0,0.310000,0.020000,-0.020000,0,,,,0,1.54000,0.08000,-0.08000,0,Msini,,,,0,,,,0,0,0,0,0,20h03m37.40s,300.905853,+29d53m48.5s,29.896805,16.01,0.02,-0.02,0,5.730,,0,V (Johnson),5.534,,0,5552.00,11.00,-11.00,0,0.99,0.08,-0.08,0,1.14,0.02,-0.02,0,2018-09-06,2.48000e+02,4.400000e+00,-4.400000e+00,,,,0,,,,0,23.200,0.500,-0.500,0,,,,,1.54000,0.08000,-0.08000,0,,,,0,,Haute-Provence Observatory,,,,0
484,HD 190360,c,HD 190360 c,Radial Velocity,2,17.11100000,0.00480000,-0.00480000,0,0.130400,0.007500,-0.007500,0,0.237000,0.082000,-0.082000,0,,,,,0.06000,0.00760,-0.00760,0,Msini,,,,,,,,,0,0,0,0,20h03m37.40s,300.905853,+29d53m48.5s,29.896805,16.01,0.02,-0.02,0,5.730,,0,V (Johnson),5.534,,0,5552.00,11.00,-11.00,0,0.99,0.08,-0.08,0,1.14,0.02,-0.02,0,2014-08-21,8.14000e+00,4.680000e-01,-4.680000e-01,2454390.000000,31.000000,-31.000000,0,5.0000,26.0000,-26.0000,0,4.840,0.510,-0.510,0,,,,,0.06000,0.00760,-0.00760,0,,,,,,W. M. Keck Observatory,,,,0
489,HD 192310,b,HD 192310 b,Radial Velocity,2,74.72000000,0.10000000,-0.10000000,0,0.320000,0.005000,-0.005000,0,0.130000,0.040000,-0.040000,0,90.000,,,0,0.05320,0.00280,-0.00280,0,Msin(i)/sin(i),,,,,,,,,0,0,0,0,20h15m17.39s,303.822449,-27d01m58.7s,-27.032976,8.80,0.01,-0.01,0,5.730,,0,V (Johnson),5.453,,0,5166.00,49.00,-49.00,0,0.80,,,0,,,,,2015-07-02,3.64000e+01,5.700000e-01,-5.700000e-01,,,,,173.0000,20.0000,-20.0000,0,3.000,0.120,-0.120,0,,,,,0.05317,0.00283,-0.00283,0,,,,,,La Silla Observatory,,,,
490,HD 192310,c,HD 192310 c,Radial Velocity,2,525.80000000,9.20000000,-9.20000000,0,1.180000,0.025000,-0.025000,0,0.320000,0.110000,-0.110000,0,90.000,,,0,0.07600,0.01600,-0.01600,0,Msin(i)/sin(i),,,,,,,,,0,0,0,0,20h15m17.39s,303.822449,-27d01m58.7s,-27.032976,8.80,0.01,-0.01,0,5.730,,0,V (Johnson),5.453,,0,5166.00,49.00,-49.00,0,0.80,,,0,,,,,2015-07-02,1.34000e+02,2.800000e+00,-2.800000e+00,,,,,110.0000,21.0000,-21.0000,0,2.270,0.280,-0.280,0,,,,,0.07551,0.01573,-0.01573,0,,,,,,La Silla Observatory,,,,
498,HD 200964,b,HD 200964 b,Radial Velocity,2,613.79999000,1.40000000,-1.40000000,0,1.640000,0.030000,-0.030000,0,0.040000,0.030000,-0.030000,0,,,,0,2.27000,0.37000,-0.37000,0,Msini,,,,0,,,,0,0,0,0,0,21h06m39.84s,316.666016,+03d48m11.2s,3.803119,72.74,0.24,-0.24,0,6.487,0.010,0,V (Johnson),6.232,,0,5079.00,17.00,-17.00,0,1.97,0.44,-0.44,0,4.69,0.20,-0.20,0,2018-09-06,2.26000e+01,4.200000e-01,-4.200000e-01,,,,0,,,,0,34.500,2.100,-2.100,0,,,,,2.27000,0.37000,-0.37000,0,,,,0,,Lick Observatory,,,,0
499,HD 200964,c,HD 200964 c,Radial Velocity,2,825.00000000,5.10000000,-3.10000000,0,1.950000,0.008000,-0.005000,0,0.181000,0.024000,-0.017000,0,,,,,0.89500,0.12300,-0.06300,0,Msini,,,,,,,,,0,0,0,0,21h06m39.84s,316.666016,+03d48m11.2s,3.803119,72.74,0.24,-0.24,0,6.487,0.010,0,V (Johnson),6.232,,0,5079.00,17.00,-17.00,0,1.97,0.44,-0.44,0,4.69,0.20,-0.20,0,2014-05-14,2.68000e+01,1.300000e-01,-1.300000e-01,2455000.000000,51.100000,-54.600000,0,182.6000,67.7000,-57.1000,0,15.420,2.190,-1.040,0,,,,,0.89500,0.12300,-0.06300,0,,,,,,Lick Observatory,,,,0
504,HD 204313,b,HD 204313 b,Radial Velocity,2,1920.09998000,25.00000000,-25.00000000,0,3.070000,0.060000,-0.060000,0,0.230000,0.040000,-0.040000,0,,,,0,3.46000,0.21000,-0.21000,0,Msini,,,,0,,,,0,0,0,0,0,21h28m12.21s,322.050873,-21d43m34.5s,-21.726255,47.86,0.14,-0.14,0,7.990,,0,V (Johnson),7.832,,0,5783.00,29.00,-29.00,0,1.03,0.04,-0.04,0,1.10,0.02,-0.02,0,2018-09-06,6.42000e+01,1.270000e+00,-1.270000e+00,,,,0,,,,0,57.000,3.000,-3.000,0,,,,,3.46000,0.21000,-0.21000,0,,,,0,,La Silla Observatory,,,,0
505,HD 204313,c,HD 204313 c,Radial Velocity,2,34.90500000,0.01200000,-0.01200000,0,0.209900,0.007100,-0.007100,0,0.155000,0.071000,-0.071000,0,,,,,0.05530,0.00530,-0.00530,0,Msini,,,,,,,,,0,0,0,0,21h28m12.21s,322.050873,-21d43m34.5s,-21.726255,47.86,0.14,-0.14,0,7.990,,0,V (Johnson),7.832,,0,5783.00,29.00,-29.00,0,1.03,0.04,-0.04,0,1.10,0.02,-0.02,0,2015-11-19,4.39000e+00,1.490000e-01,-1.490000e-01,,,,,238.0000,22.0000,-22.0000,0,3.420,0.220,-0.220,0,,,,,0.05530,0.00530,-0.00530,0,,,,,,La Silla Observatory,,,,0
510,HD 207832,b,HD 207832 b,Radial Velocity,2,160.07000000,0.23000000,-0.23000000,0,0.586000,0.032000,-0.032000,0,0.197000,0.053000,-0.053000,0,,,,0,0.56000,0.09100,-0.09100,0,Msini,,,,0,,,,0,0,0,0,0,21h52m36.28s,328.151184,-26d01m35.6s,-26.026560,59.03,0.15,-0.15,0,8.780,,0,V (Johnson),8.612,,0,5726.00,,,0,1.05,0.17,-0.17,0,0.89,0.05,-0.05,0,2018-09-27,9.93000e+00,5.430000e-01,-5.430000e-01,2463276.900000,6.300000,-6.300000,0,1.0000,16.0000,-16.0000,0,20.730,0.910,-0.910,0,,,,0,0.56000,0.09100,-0.09100,0,,,,0,JD,W. M. Keck Observatory,,,,0
511,HD 207832,c,HD 207832 c,Radial Velocity,2,1155.70000000,71.90000000,-37.00000000,0,2.112000,0.087000,-0.045000,0,0.270000,0.220000,-0.100000,0,,,,,0.73000,0.18000,-0.05000,0,Msini,,,,,,,,,0,0,0,0,21h52m36.28s,328.151184,-26d01m35.6s,-26.026560,59.03,0.15,-0.15,0,8.780,,0,V (Johnson),8.612,,0,5726.00,,,0,1.05,0.17,-0.17,0,0.89,0.05,-0.05,0,2015-09-10,3.58000e+01,1.120000e+00,-1.120000e+00,,,,,121.6000,32.4000,-76.5000,0,15.300,5.200,-1.000,0,,,,,0.73000,0.18000,-0.05000,0,,,,,,W. M. Keck Observatory,,,,0
512,HD 20794,b,HD 20794 b,Radial Velocity,4,18.31500000,0.00800000,-0.00800000,0,0.120700,0.002000,-0.002000,0,0.000000,,,0,90.000,,,0,0.00850,0.00090,-0.00090,0,Msin(i)/sin(i),,,,,,,,,0,0,0,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,6.00,0.01,-0.01,0,4.270,,0,V (Johnson),3.981,,0,5401.00,17.00,-17.00,0,0.70,,,0,,,,,2015-08-27,2.01000e+01,3.300000e-01,-3.300000e-01,,,,,0.0000,,,0,0.830,0.090,-0.090,0,,,,,0.00850,0.00094,-0.00094,0,,,,,,La Silla Observatory,,,,
513,HD 20794,c,HD 20794 c,Radial Velocity,4,40.11400000,0.05300000,-0.05300000,0,0.203600,0.003400,-0.003400,0,0.000000,,,0,90.000,,,0,0.00760,0.00130,-0.00130,0,Msin(i)/sin(i),,,,,,,,,0,0,0,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,6.00,0.01,-0.01,0,4.270,,0,V (Johnson),3.981,,0,5401.00,17.00,-17.00,0,0.70,,,0,,,,,2015-08-27,3.39000e+01,5.700000e-01,-5.700000e-01,,,,,0.0000,,,0,0.560,0.100,-0.100,0,,,,,0.00755,0.00126,-0.00126,0,,,,,,La Silla Observatory,,,,
514,HD 20794,d,HD 20794 d,Radial Velocity,4,90.30900000,0.18400000,-0.18400000,0,0.349900,0.005900,-0.005900,0,0.000000,,,0,90.000,,,0,0.01500,0.00200,-0.00200,0,Msin(i)/sin(i),,,,,,,,,0,0,0,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,6.00,0.01,-0.01,0,4.270,,0,V (Johnson),3.981,,0,5401.00,17.00,-17.00,0,0.70,,,0,,,,,2015-08-27,5.83000e+01,9.900000e-01,-9.900000e-01,,,,,0.0000,,,0,0.850,0.100,-0.100,0,,,,,0.01510,0.00189,-0.00189,0,,,,,,La Silla Observatory,,,,
515,HD 20794,e,HD 20794 e,Radial Velocity,4,147.02000000,1.43000000,-0.91000000,0,0.509000,0.006000,-0.006000,0,0.290000,0.140000,-0.180000,0,,,,,0.01501,0.00302,-0.00271,0,Msini,,,,,,,,,0,0,0,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,6.00,0.01,-0.01,0,4.270,,0,V (Johnson),3.981,,0,5401.00,17.00,-17.00,0,0.70,,,0,,,,,2017-06-08,8.48000e+01,1.010000e+00,-1.010000e+00,,,,,268.1400,48.1300,-32.6600,0,0.690,0.150,-0.130,0,,,,,0.01501,0.00302,-0.00271,0,,,,,,La Silla Observatory,,,,
528,HD 215152,b,HD 215152 b,Radial Velocity,4,5.75999000,0.00157000,-0.00175000,0,0.057638,0.000739,-0.000759,0,0.000000,,,0,,,,0,0.00572,0.00158,-0.00198,0,Msini,,,,0,,,,0,0,0,0,0,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,21.61,0.05,-0.05,0,8.110,0.000,0,V (Johnson),7.802,,0,4935.00,76.00,-76.00,0,0.77,0.01,-0.01,0,0.73,0.02,-0.02,0,2018-02-22,2.67000e+00,3.500000e-02,-3.500000e-02,,,,0,,,,0,0.772,0.211,-0.266,0,,,,0,0.00572,0.00158,-0.00198,0,,,,0,,La Silla Observatory,,,,0
529,HD 215152,c,HD 215152 c,Radial Velocity,4,7.28243000,0.00451000,-0.00827000,0,0.067393,0.000860,-0.000893,0,0.000000,,,0,,,,0,0.00541,0.00194,-0.00228,0,Msini,,,,0,,,,0,0,0,0,0,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,21.61,0.05,-0.05,0,8.110,0.000,0,V (Johnson),7.802,,0,4935.00,76.00,-76.00,0,0.77,0.01,-0.01,0,0.73,0.02,-0.02,0,2018-02-22,3.12000e+00,4.100000e-02,-4.100000e-02,,,,0,,,,0,0.675,0.242,-0.284,0,,,,0,0.00541,0.00194,-0.00228,0,,,,0,,La Silla Observatory,,,,0
530,HD 215152,d,HD 215152 d,Radial Velocity,4,10.86499000,0.00564000,-0.00613000,0,0.087990,0.001130,-0.001160,0,0.000000,,,0,,,,0,0.00881,0.00255,-0.00290,0,Msini,,,,0,,,,0,0,0,0,0,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,21.61,0.05,-0.05,0,8.110,0.000,0,V (Johnson),7.802,,0,4935.00,76.00,-76.00,0,0.77,0.01,-0.01,0,0.73,0.02,-0.02,0,2018-02-22,4.07000e+00,5.400000e-02,-5.400000e-02,,,,0,,,,0,0.963,0.277,-0.317,0,,,,0,0.00881,0.00255,-0.00290,0,,,,0,,La Silla Observatory,,,,0
531,HD 215152,e,HD 215152 e,Radial Velocity,4,25.19670000,0.04760000,-0.05050000,0,0.154170,0.001990,-0.002040,0,0.000000,,,0,,,,0,0.00905,0.00334,-0.00466,0,Msini,,,,0,,,,0,0,0,0,0,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,21.61,0.05,-0.05,0,8.110,0.000,0,V (Johnson),7.802,,0,4935.00,76.00,-76.00,0,0.77,0.01,-0.01,0,0.73,0.02,-0.02,0,2018-02-22,7.13000e+00,9.500000e-02,-9.500000e-02,,,,0,,,,0,0.747,0.275,-0.384,0,,,,0,0.00905,0.00334,-0.00466,0,,,,0,,La Silla Observatory,,,,0
532,HD 215497,b,HD 215497 b,Radial Velocity,2,3.93404000,0.00066000,-0.00066000,0,0.050000,0.000000,0.000000,0,0.160000,0.090000,-0.090000,0,,,,0,0.02000,0.01000,-0.01000,0,Msini,,,,0,,,,0,0,0,0,0,22h46m36.75s,341.653137,-56d35m58.3s,-56.599533,40.59,0.05,-0.05,0,8.960,,0,V (Johnson),8.686,,0,5110.00,108.00,-108.00,0,0.67,0.33,-0.33,0,0.85,0.04,-0.04,0,2018-09-06,1.23000e+00,2.000000e-03,-2.000000e-03,,,,0,,,,0,3.000,0.300,-0.300,0,,,,,0.02000,0.01000,-0.01000,0,,,,0,,La Silla Observatory,,,,0
533,HD 215497,c,HD 215497 c,Radial Velocity,2,567.94000000,2.70000000,-2.70000000,0,1.282000,,,0,0.490000,0.040000,-0.040000,0,,,,,0.33000,,,0,Msini,,,,,,,,,0,0,0,0,22h46m36.75s,341.653137,-56d35m58.3s,-56.599533,40.59,0.05,-0.05,0,8.960,,0,V (Johnson),8.686,,0,5110.00,108.00,-108.00,0,0.67,0.33,-0.33,0,0.85,0.04,-0.04,0,2014-11-19,3.16000e+01,4.000000e-02,-4.000000e-02,2455003.480000,5.150000,-5.150000,0,45.0000,4.0000,-4.0000,0,10.100,0.650,-0.650,0,,,,,0.33000,,,0,,,,,,La Silla Observatory,,,,0
538,HD 217107,b,HD 217107 b,Radial Velocity,2,7.12682000,0.00003900,-0.00003900,0,0.080000,0.000000,0.000000,0,0.130000,0.010000,-0.010000,0,,,,0,1.30000,0.05000,-0.05000,0,Msini,,,,0,,,,0,0,0,0,0,22h58m15.54s,344.564758,-02d23m43.4s,-2.395385,20.07,0.02,-0.02,0,6.160,,0,V (Johnson),5.955,,0,5622.00,17.00,-17.00,0,1.00,0.05,-0.05,0,1.11,0.01,-0.01,0,2018-09-06,3.98000e+00,5.000000e-03,-5.000000e-03,,,,0,,,,0,139.200,0.900,-0.900,0,,,,,1.30000,0.05000,-0.05000,0,,,,0,,Lick Observatory,,,,0
539,HD 217107,c,HD 217107 c,Radial Velocity,2,4270.00000000,220.00000000,-220.00000000,0,5.320000,0.380000,-0.380000,0,0.517000,0.033000,-0.033000,0,,,,,2.60000,0.15000,-0.15000,0,Msini,,,,,,,,,0,0,0,0,22h58m15.54s,344.564758,-02d23m43.4s,-2.395385,20.07,0.02,-0.02,0,6.160,,0,V (Johnson),5.955,,0,5622.00,17.00,-17.00,0,1.00,0.05,-0.05,0,1.11,0.01,-0.01,0,2014-05-14,2.65000e+02,1.890000e+01,-1.890000e+01,2451106.000000,39.000000,-39.000000,0,198.6000,6.0000,-6.0000,0,35.700,1.300,-1.300,0,,,,,2.60000,0.15000,-0.15000,0,,,,,,Lick Observatory,,,,0
544,HD 219134,b,HD 219134 b,Radial Velocity,6,3.09292600,0.00001000,-0.00001000,0,0.038760,0.000470,-0.000470,0,0.000000,,,0,85.050,0.090,-0.090,0,0.01491,0.00060,-0.00060,0,Mass,0.143,0.005,-0.005,0,6.34000,0.72000,-0.72000,0,0,0,0,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,6.55,0.01,-0.01,0,5.570,,0,V (Johnson),5.208,,0,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,2017-03-16,5.92000e+00,7.300000e-02,-7.300000e-02,,,,,0.0000,,,0,2.381,0.075,-0.075,0,0.01491,0.00060,-0.00060,0,,,,,2457126.699130,0.000870,-0.000870,0,BJD-TDB,Roque de los Muchachos Observatory,2.4380,0.1030,-0.1030,0
545,HD 219134,c,HD 219134 c,Radial Velocity,6,6.76458000,0.00033000,-0.00033000,0,0.065300,0.000800,-0.000800,0,0.062000,0.039000,-0.039000,0,87.280,0.100,-0.100,0,0.01372,0.00069,-0.00069,0,Mass,0.135,0.004,-0.004,0,6.95000,0.77000,-0.77000,0,0,0,0,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,6.55,0.01,-0.01,0,5.570,,0,V (Johnson),5.208,,0,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,2017-03-16,9.98000e+00,1.240000e-01,-1.240000e-01,,,,,70.0000,24.0000,-35.0000,0,1.697,0.075,-0.075,0,0.01372,0.00069,-0.00069,0,,,,,2457474.045910,0.000880,-0.000880,0,BJD-TDB,Roque de los Muchachos Observatory,2.4380,0.1030,-0.1030,0
546,HD 219134,d,HD 219134 d,Radial Velocity,6,46.85900000,0.02800000,-0.02800000,0,0.237000,0.003000,-0.003000,0,0.138000,0.025000,-0.025000,0,,,,,0.05088,0.00201,-0.00201,-1,Mass,0.144,0.002,-0.002,-1,,,,,0,0,0,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,6.55,0.01,-0.01,0,5.570,,0,V (Johnson),5.208,,0,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,2017-03-16,3.62000e+01,4.600000e-01,-4.600000e-01,,,,,173.0000,10.0000,-10.0000,0,3.340,0.110,-0.110,0,0.05088,0.00201,-0.00201,-1,,,,,,,,,,Roque de los Muchachos Observatory,2.4380,0.1030,-0.1030,0
547,HD 219134,f,HD 219134 f,Radial Velocity,6,22.71700000,0.01500000,-0.01500000,0,0.146300,0.001800,-0.001800,0,0.148000,0.047000,-0.047000,0,,,,,0.02297,0.00126,-0.00126,-1,Mass,0.117,0.002,-0.002,-1,,,,,0,0,0,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,6.55,0.01,-0.01,0,5.570,,0,V (Johnson),5.208,,0,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,2017-03-16,2.24000e+01,2.800000e-01,-2.800000e-01,,,,,81.0000,17.0000,-17.0000,0,1.920,0.100,-0.100,0,0.02297,0.00126,-0.00126,-1,,,,,,,,,,Multiple Observatories,2.4380,0.1030,-0.1030,0
548,HD 219134,g,HD 219134 g,Radial Velocity,6,94.20000000,0.20000000,-0.20000000,0,0.375300,0.000400,-0.000400,0,0.000000,,,0,,,,,0.03400,0.00400,-0.00400,0,Msini,,,,,,,,,0,0,0,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,6.55,0.01,-0.01,0,5.570,,0,V (Johnson),5.208,,0,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,2015-11-19,5.73000e+01,1.200000e-01,-1.200000e-01,2449972.000000,9.000000,-9.000000,0,0.0000,,,0,1.800,0.200,-0.200,0,,,,,0.03400,0.00400,-0.00400,0,,,,,,Multiple Observatories,2.4380,0.1030,-0.1030,0
